C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\center_2022_12_16_22_28_50_233.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\left_2022_12_16_22_28_50_233.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\right_2022_12_16_22_28_50_233.jpg, 0, 0, 0, 7.819243E-05
C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\center_2022_12_16_22_28_50_336.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\left_2022_12_16_22_28_50_336.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\right_2022_12_16_22_28_50_336.jpg, 0, 0, 0, 8.087287E-05
C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\center_2022_12_16_22_28_50_437.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\left_2022_12_16_22_28_50_437.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\right_2022_12_16_22_28_50_437.jpg, 0, 0, 0, 7.833242E-05
C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\center_2022_12_16_22_28_50_537.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\left_2022_12_16_22_28_50_537.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\right_2022_12_16_22_28_50_537.jpg, 0, 0, 0, 8.153572E-05
C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\center_2022_12_16_22_28_50_638.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\left_2022_12_16_22_28_50_638.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\right_2022_12_16_22_28_50_638.jpg, 0, 0, 0, 7.854035E-05
C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\center_2022_12_16_22_28_50_741.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\left_2022_12_16_22_28_50_741.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\right_2022_12_16_22_28_50_741.jpg, 0, 0, 0, 7.887062E-05
C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\center_2022_12_16_22_28_50_843.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\left_2022_12_16_22_28_50_843.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\right_2022_12_16_22_28_50_843.jpg, 0, 0, 0, 7.773539E-05
C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\center_2022_12_16_22_28_50_945.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\left_2022_12_16_22_28_50_945.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\right_2022_12_16_22_28_50_945.jpg, 0, 0, 0, 7.764592E-05
C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\center_2022_12_16_22_28_51_046.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\left_2022_12_16_22_28_51_046.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\right_2022_12_16_22_28_51_046.jpg, 0, 0.2933619, 0, 0.2210294
C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\center_2022_12_16_22_28_51_147.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\left_2022_12_16_22_28_51_147.jpg, C:\Users\Zirconium\OneDrive\Desktop\simulator\Images\IMG\right_2022_12_16_22_28_51_147.jpg, 0, 0.5955031, 0, 0.724711
